# vid	b	t	win	coh_pm	g_pm	ebar	n_vote	e_total	agree	agree_dir	pair_wins	still_like
uKNQCPXDNdc	2	360	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	375	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	390	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	405	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1080	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1125	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1140	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1170	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1185	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1200	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1215	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1245	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1305	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1455	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1470	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1485	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1500	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1515	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1530	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1545	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1560	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1575	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1590	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1605	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1620	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1635	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1650	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1665	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1680	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1695	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1710	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1725	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1740	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1755	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1770	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1785	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1800	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1905	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1950	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	1965	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2190	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2205	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2265	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2280	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2685	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2820	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2895	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	3135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	3150	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	3165	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	3195	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	3210	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	3225	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	0	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	60	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	75	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	90	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	285	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	300	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	345	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	360	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	375	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	390	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1125	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1140	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1170	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1185	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1455	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1470	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1485	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1500	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1515	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1530	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1545	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1560	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1575	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1590	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1605	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1635	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1650	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1665	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1680	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1695	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1710	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1725	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1740	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1755	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1770	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1785	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1800	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	1950	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	2190	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	2820	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	3135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	3150	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	3195	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	3210	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	3	3225	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	60	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	75	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	135	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	360	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	375	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1140	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1470	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1485	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1500	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1515	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1530	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1545	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1560	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1575	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1590	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1605	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1635	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1650	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1665	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1680	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1695	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1710	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1725	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1740	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1755	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	1770	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	2880	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	2895	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	4	3195	0	0	0	0	0	0	7	0	0,0,0,0,0,0,0	True
uKNQCPXDNdc	2	2850	7	575	1500	16	2	33	5	0	0,0,0,7,0,0,3	True
uKNQCPXDNdc	2	2880	7	611	1500	18	2	36	5	0	3,7,0,0,0,0,0	True
uKNQCPXDNdc	3	2880	7	550	1333	13	3	40	4	0	3,7,0,0,3,0,0	True
uKNQCPXDNdc	2	2745	5	500	1000	24	3	74	4	0	0,5,7,0,5,0,0	True
OQSNhk5ICTI	2	3630	7	396	1000	21	8	174	3	0	0,2,0,0,7,6,7	True
uKNQCPXDNdc	2	2910	7	548	1200	53	5	266	4	0	7,3,7,0,0,0,0	True
uKNQCPXDNdc	2	2865	7	613	1666	47	6	287	4	0	0,0,3,7,0,7,0	True
uKNQCPXDNdc	3	2865	7	613	1625	40	8	323	3	7	0,3,7,7,0,3,7	True
OQSNhk5ICTI	3	3615	1	337	1022	31	45	1425	2	3	3,1,3,7,4,2,0	True
OQSNhk5ICTI	2	4785	7	435	1052	50	38	1907	2	0	3,5,1,7,7,0,0	True
0_jNjpVxUt0	2	0	3	410	1000	56	39	2212	3	1	1,1,1,2,3,3,3	True
OQSNhk5ICTI	4	3615	1	464	1068	44	58	2595	2	7	3,1,0,4,2,7,7	True
0_jNjpVxUt0	2	540	3	329	1018	52	54	2855	3	3	3,3,1,2,3,2,1	True
OQSNhk5ICTI	2	3570	7	265	1035	56	85	4806	3	7	7,7,5,7,0,1,8	True
